product_name	allergens	countries_en	nutriscore_grade	energy-kcal_100g	fat_100g	saturated-fat_100g	carbohydrates_100g	sugars_100g	proteins_100g	level_1	level_2	level_3
Truffle Parmesan & Black Garlic Seasoning	en:milk	United States		333.33333333333	0.0	0.0	33.333333333333	0.0	33.333333333333	plant-based-foods-and-beverages	plant-based-foods	condiments
Salad dressing red wine vinaigrette		United States	e	497.0	48.28	6.9	13.79	6.9	0.0	condiments	sauces	groceries
 Country French Bread		United States	a	232.0	0.0	0.0	48.21	1.79	8.93	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Roasted garlic cloves		United States	a	200.0	3.33	0.0	33.33	0.0	6.67	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Salsa Calsera		United States	c	33.333333333333	0.0	0.0	6.6666666666667	3.3333333333333	0.0	condiments	sauces	groceries
Fluffernutter Peanut Butter		United States		606.06060606061	45.454545454545	12.121212121212	18.181818181818	9.0909090909091	21.212121212121	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 mixed berry		United States	b	375.0	12.5	0.0	66.67	25.0	4.17	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Sliced zucchini		United States	a	18.0	0.0	0.0	3.61	1.2	1.2	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Ranchero fiesta blend		United States	a	75.0	0.0	0.0	10.0	2.5	3.75	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 whole leaf spinach		United States	a	36.0	0.0	0.0	3.61	1.2	2.41	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Salas basics baby spinach		United States	a	24.0	0.0	0.0	3.53	0.0	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Spring mix blends salad		United States	a	24.0	0.0	0.0	3.53	0.0	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Butter lettuce and leaf lettuce		United States	a	12.0	0.0	0.0	2.35	1.18	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Salad mix		United States	a	18.0	0.0	0.0	3.53	2.35	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 instant oatmeal, raisins & spice		United States	d	349.0	3.49	0.0	76.74	32.56	6.98	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 Raisin, Date & Walnut		United States	d	378.38	5.41	1.35	72.97	35.14	8.11	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 corns, green beans country blend		United States	a	59.0	0.0	0.0	11.76	4.71	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 garlic & oregano, italian style		United States	a	33.0	0.0	0.0	8.2	4.92	1.64	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Ahold Sweet Peas		United States	a	48.0	0.0	0.0	8.8	4.0	2.4	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 taco skillet sauce, mild		United States		67.0	3.33		10.0	6.67	0.0	condiments	sauces	groceries
 fajita skillet sauce, medium		United States		67.0	0.0		13.33	10.0	0.0	condiments	sauces	groceries
Ahold natural peanut butter spread creamy	en:peanuts	United States	c	625.0	50.0	6.25	21.88	9.38	21.88	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Red Wine Homestyle Cooking Sauce		United States	c	58.0	1.67	0.0	8.33	3.33	1.67	condiments	sauces	groceries
 homestyle cooking sauce, sweet chipotle		United States	d	183.0	3.33	0.0	35.0	28.33	1.67	condiments	sauces	groceries
 peeled garlic		United States	a	133.0	0.0	0.0	33.33	0.0	6.67	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Ahold jumbo peanuts roasted		United States	b	607.0	46.43	8.93	25.0	3.57	25.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 garbanzos chick peas		United States	a	85.0	0.77	0.0	15.38	0.0	5.38	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Croutons italian seasoned		United States	d	429.0	14.29	0.0	71.43	0.0	14.29	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Mini Round Ravioli		United States	b	152.0	4.43	2.53	20.89	1.9	6.33	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Linguine fini enriched macaroni product		United States	a	357.0	1.79	0.0	75.0	3.57	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 mini rigatoni, enriched macaroni product		United States	a	375.0	1.79	0.0	75.0	5.36	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Pumpkin spice granola with flax		United States	c	431.0	13.73	1.96	68.63	21.57	9.8	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 instant oatmeal, honey nut		United States	d	395.0	8.14	1.16	72.09	30.23	9.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Organic Spring Mix & Baby Kale		United States	a	24.0	0.0	0.0	4.71	0.0	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Organic Baby Spinach & Baby Kale		United States	a	35.0	0.0	0.0	5.88	0.0	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 oats & o's, chocolate, naturally flavored whole grain corn and oat cereal		United States	d	370.0	5.56	0.0	81.48	33.33	3.7	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Enriched ricemilk		United States	b	54.0	1.04	0.0	10.83	4.17	0.42	plant-based-foods-and-beverages	beverages	dairy-substitutes
Organic enriched ricemilk		United States	b	54.0	1.04	0.0	10.83	4.17	0.42	plant-based-foods-and-beverages	beverages	dairy-substitutes
 organic, light kidney beans		United States	a	85.0	0.0	0.0	14.62	0.77	6.92	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 organic, dark kidney beans		United States	a	85.0	0.0	0.0	14.62	0.77	6.92	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 organic, garbanzo beans		United States	a	92.0	0.77	0.0	15.38	0.0	5.38	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Old World Style Ravioli	en:eggs	United States	c	190.0	10.0	6.0	26.0	2.0	13.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Tradizionale Tortellini Trio	en:eggs,en:milk	United States	b	250.0	4.5	2.5	42.0	1.0	11.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Roasted Chicken & Mozzarella Ravioli Pasta	en:eggs	United States	c	170.0	9.0	5.0	26.0	1.0	13.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Quattro Formaggio Tortellini	en:eggs	United States	b	270.0	7.0	3.0	42.0	1.0	11.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Formaggio Classico Raviolini Pasta	en:eggs	United States	d	200.0	10.0	6.0	31.0	2.0	12.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Instant cream farina hot wheat cereal original flavor		United States	c	357.14	0.0	0.0	71.43	0.0	10.71	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Chunked pineapple		United States	a	71.0	0.0	0.0	15.71	12.86	0.71	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Rainbow Bell Peppers		United States	a	17.0	0.0	0.0	4.05	2.7	0.68	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Light Chocolate Flavored Syrup		United States	a	10.0	0.0	0.0	4.0	2.0	1.0	sweeteners	syrups	simple-syrups
Pasta ribbons	en:gluten	United States	a	357.0	1.79	0.0	71.43	0.0	14.29	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Peeled Baby Carrots		United States	a	41.1765	0.0	0.0	9.4118	5.8824	1.1765	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Multigrain english muffins	en:gluten	United States	a	246.0	1.75	0.0	50.88	1.75	8.77	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Ziti rigati enriched macaroni product	en:gluten	United States	a	357.0	1.79	0.0	73.21	0.0	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 whole wheat hot dog rolls	en:gluten	United States	a	245.0	3.77	0.94	47.17	3.77	11.32	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Golden Delicious Apples		United States	a	52.0	0.0	0.0	14.29	10.39	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Be well cereal berry		United States	c	355.0	0.0	0.0	87.1	29.03	6.45	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Oat & Honey Bread		United States	a	233.0	3.49	0.0	44.19	4.65	11.63	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Baby Kale Blend Premium Salad		United States	a	24.0	0.0	0.0	3.53	1.18	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Premium Salad Kit		United States	c	180.0	12.0	1.5	13.0	10.0	4.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Premium salad kit cheddar & apple	en:nuts	United States	c	118.0	8.24	1.76	9.41	7.06	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Creme mustard gourmet sauce		United States	e	600.0	66.67	11.67	3.33	0.0	3.33	condiments	sauces	groceries
Horseradish aioli sauce	en:milk	United States	e	533.0	56.67	8.33	3.33	3.33	3.33	condiments	sauces	groceries
Tart Citrus Dill Gourmet Sauce		United States	d	333.33333333333	26.666666666667	3.3333333333333	23.333333333333	20.0	0.0	condiments	sauces	groceries
Premium Shredded Collard Greens		United States	a	29.0	0.0	0.0	5.88	0.0	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 kale green		United States	a	53.0	1.18	0.0	10.59	1.18	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Premium greens collard greens		United States	a	29.0	0.76	0.0	5.88	0.0	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
World menu primavera seasoned vegetable medley		United States	a	102.0	7.09	1.18	7.87	3.94	1.57	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 Neapolitan-Style Tomatoes		United States	a	79.0	5.51	2.76	5.51	3.15	1.57	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 world menu, seafood tortelli		United States	b	231.0	3.85	2.14	38.03	0.85	9.83	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 world menu, gnocchi		United States	b	214.0	0.43	0.0	47.01	5.98	5.13	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Wheat italian bread		United States	b	250.0	3.12	0.0	46.88	3.12	9.38	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Long grain jasmine white rice		United States	a	360.0	0.0	0.0	80.0	0.0	6.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Red delicious Apples		United States	a	49.450549450549	0.0	0.0	13.736263736264	10.43956043956	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
gala Apples		United States	a	51.948051948052	0.0	0.0	14.285714285714	10.38961038961	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Organic cheese ravioli		United States	b	184.0	4.96	2.48	29.79	0.71	9.22	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Hearty white sandwich bread		United States	b	255.81395348837	4.6511627906977	0.0	46.511627906977	2.3255813953488	6.9767441860465	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Ahold biscuits buttermilk	en:gluten	United States	d	250.0	3.12	0.78	48.44	4.69	6.25	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Ricotta cavatelle		United States	a	289.0	2.78	1.67	54.44	4.44	11.11	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 organic instant oatmeal, apple cinnamon		United States	c	400.0	4.29	0.0	77.14	31.43	11.43	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Organic irish style oatmeal steel cut		United States	a	375.0	6.25	0.0	67.5	2.5	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Garden Fresh Medley		United States	a	47.0	0.0	0.0	9.41	3.53	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Steam ready brussels sprouts		United States	a	53.0	0.0	0.0	9.41	2.35	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Steam ready sugar snap peas		United States	a	41.0	0.0	0.0	7.06	4.71	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Ahold instant oatmeal apples & cinnamon		United States	d	371.42857142857	4.2857142857143	0.0	77.142857142857	34.285714285714	8.5714285714286	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Microwavable quick oats		United States	a	375.0	6.25	1.25	67.5	0.0	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 creamy italian dressing		United States	d	367.0	33.33	5.0	13.33	6.67	0.0	condiments	sauces	groceries
Enriched macaroni product vermicelli		United States	a	357.0	1.79	0.0	75.0	3.57	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Ziti Enriched Macaroni Product	en:gluten	United States	a	357.0	1.79	0.0	73.21	0.0	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 break 'n bake cookie dough, oatmeal, cranberry, walnut	en:eggs,en:nuts	United States	e	447.0	21.05	7.89	57.89	28.95	5.26	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Parmesan & romano pasta sauce	en:milk	United States	c	72.0	2.0	0.8	10.4	6.4	2.4	condiments	sauces	groceries
Rolls crescent		United States	e	357.0	21.43	7.14	42.86	7.14	3.57	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
vinegar apple cider acidity		United States	b	0.0	0.0	0.0	0.0	0.0	0.0	condiments	sauces	groceries
 whole wheat vermicelli product		United States	a	375.0	2.68	0.0	73.21	3.57	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Chopped onions and peppers		United States	a	30.0	0.0	0.0	5.95	4.76	1.19	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 couscous, parmesan		United States	c	375.0	0.89	0.0	75.0	1.79	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 fruit swirls, sweetened multigrain cereal natural fruit flavor with other natural flavors		United States	d	379.0	3.45	0.0	86.21	37.93	3.45	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Cereal honey crunchin' oats almond		United States	c	406.0	6.25	0.0	81.25	18.75	9.38	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
14 Grain Bread		United States	b	257.0	2.86	0.0	48.57	8.57	11.43	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
No boil lasagna	en:eggs	United States	a	357.0	2.68	0.0	75.0	1.79	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Enriched plain bagels		United States	b	269.0	1.44	0.0	53.85	2.88	8.65	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Enriched whole wheat bagels		United States	a	250.0	1.92	0.48	50.0	3.85	10.58	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Wheat brown & serve rolls	en:gluten	United States	a	237.0	3.95	0.0	44.74	2.63	10.53	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Enriched hamburger rolls	en:gluten	United States	c	256.0	4.65	0.0	48.84	6.98	9.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 hamburger enriched rolls, light		United States	a	209.0	2.33	0.0	41.86	4.65	9.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 hot dog enriched rolls		United States	a	186.0	2.33	0.0	41.86	4.65	6.98	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Wheat hamburger rolls	en:gluten	United States	a	209.0	2.33	0.0	41.86	6.98	9.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Sesame Seeded Sandwich Rolls		United States	c	279.07	4.65	0.0	46.51	6.98	9.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 light italian bread		United States	a	195.0	2.44	0.0	39.02	2.44	4.88	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Hearty oatmeal bread	en:gluten	United States	b	256.0	3.49	0.0	51.16	6.98	9.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Light seedless rye bread		United States	c	179.0	1.79	0.0	35.71	0.0	14.29	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Big daisy white enriched bread	en:gluten	United States	c	250.0	3.57	0.0	46.43	3.57	7.14	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Round top enriched white bread		United States	b	285.71	3.57	0.0	53.57	3.57	7.14	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Light hamburger rolls	en:gluten	United States	a	186.0	2.33	0.0	51.16	4.65	6.98	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Hearth Baked Club Sandwich Rolls		United States	b	318.0	3.03	0.0	66.67	3.03	10.61	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Hearth baked no seeds rye bread	en:gluten	United States	b	281.25	3.13	0.0	53.12	0.0	9.38	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 ziti rigate		United States	a	375.0	1.79	0.0	75.0	5.36	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 ditalini, enriched macaroni product		United States	a	375.0	1.79	0.0	75.0	5.36	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 orzo enriched macaroni product		United States	a	375.0	1.79	0.0	75.0	5.36	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 enriched macaroni product, farfalle		United States	a	375.0	1.79	0.0	75.0	5.36	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 enriched macaroni product, radiatore		United States	a	375.0	1.79	0.0	75.0	5.36	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 rotelle		United States	a	375.0	1.79	0.0	75.0	5.36	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Whole wheat rotinni		United States	a	375.0	2.68	0.0	73.21	3.57	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Steam Ready Cut Green Beans		United States	a	37.0	0.0	0.0	6.17	2.47	1.23	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 whole wheat thin sandwich rolls		United States	a	256.0	2.33	0.0	51.16	4.65	9.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Multigrain Thin Sandwich Rolls		United States	a	256.0	2.33	0.0	51.16	4.65	9.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Homestyle sandwich rolls		United States	c	259.0	4.12	0.0	44.71	4.71	9.41	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Homestyle wheat sandwich rolls		United States	b	247.0	4.12	0.0	44.71	5.88	10.59	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Light sliced strawberries with aspartame		United States	a	36.0	0.0	0.0	9.29	4.29	0.71	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Enriched Bread White Sandwich	en:gluten	United States	b	269.23	3.85	0.0	53.85	7.69	7.69	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Ahold blueberry bagels	en:gluten	United States	b	294.74	1.05	0.0	60.0	11.58	9.47	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Honey Wheat Thin Sandwich Rolls		United States	a	233.0	2.33	0.0	53.49	4.65	9.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Original Italian Enriched Bread		United States	b	266.67	3.33	0.0	50.0	3.33	6.67	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Thin sliced everything enriched bagels		United States	a	239.13043478261	2.1739130434783	0.0	47.826086956522	6.5217391304348	8.695652173913	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Thin sliced whole wheat bagels		United States	a	110.0	1.0	0.0	20.0	6.0	6.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Chunky tomato garlic & onion pasta sauce	en:milk	United States	b	65.0	1.61	0.0	10.48	6.45	1.61	condiments	sauces	groceries
Round Top White Enriched Bread		United States	c	260.0	2.0	0.0	48.0	4.0	8.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Enchilada delicious red sauce		United States	c	25.0	0.0	0.0	6.67	1.67	0.0	condiments	sauces	groceries
 Honey Nut, Sweetened Toasted Oat Cereal With Honey And Natural Almond Flavor		United States	d	393.0	5.36	0.0	78.57	32.14	7.14	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 instant oatmeal, maple, brown sugar		United States	c	357.0	7.14	0.0	67.86	0.0	10.71	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 instant oatmeal, cranberry, pecan & vanilla		United States	d	400.0	8.57	1.43	71.43	28.57	8.57	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 simply enjoy, roasted garlic stone-ground mustard, mildly sweetened		United States	d	200.0	0.0	0.0	40.0	20.0	0.0	condiments	sauces	groceries
low sodium chickpeas		United States	a	84.6154	0.7692	0.0	15.3846	0.0	5.3846	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Cherry berry medley		United States	a	53.0	0.33	0.0	13.33	8.0	1.33	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Peach berry medley		United States	a	65.0	0.65	0.0	14.19	9.03	1.29	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Cheese & spinach	en:milk	United States	a	223.0	3.57	1.79	35.71	2.68	11.61	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Jumbo round ravioli cheese	en:milk	United States	c	237.0	7.41	3.7	30.37	1.48	9.63	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Ahold tortellini meat	en:gluten,en:milk	United States	a	205.0	1.97	0.39	37.01	1.57	7.87	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Break 'n bake cookie dough	en:eggs,en:gluten	United States	e	474.0	21.05	10.53	63.16	36.84	5.26	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Hickory & Brown Sugar Barbeque Sauce		United States	e	189.0	0.0	0.0	48.65	43.24	0.0	condiments	sauces	groceries
Rainbow bell peppers		United States	a	17.0	0.0	0.0	4.05	2.7	0.68	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Beussel sprouts		United States	a	41.176470588235	0.0	0.0	9.4117647058824	2.35	3.5294117647059	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 penne rigate no. 201, enriched macaroni product		United States	a	375.0	1.79	0.0	73.21	3.57	10.71	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 wonton crunchy strips		United States	c	500.0	28.57	0.0	57.14	0.0	14.29	condiments	sauces	groceries
 tri-color tortilla strips		United States	c	500.0	28.57	0.0	57.14	0.0	14.29	condiments	sauces	groceries
Enriched club rolls		United States	c	264.0	2.83	0.0	50.94	1.89	7.55	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Enriched steak rolls		United States	c	282.0	3.52	0.7	52.11	2.82	8.45	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 pumpkin bread		United States	b	250.0	0.0	0.0	50.0	7.14	7.14	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 white pita	en:gluten	United States	b	268.0	1.41	0.0	52.11	1.41	8.45	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Ahold enriched bread split top white		United States	c	250.0	3.57	0.0	50.0	7.14	7.14	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Honey Wheat Flatbreads		United States	a	179.0	4.46	0.0	26.79	5.36	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Value pack bread		United States	b	250.0	1.79	0.0	50.0	7.14	10.71	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Be Well Chocolatey Chunk		United States	d	387.0	6.45	6.45	80.65	29.03	6.45	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Pretzel Bagels		United States	b	253.0	1.05	0.0	52.63	3.16	9.47	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Trimmed & washed green beans		United States	a	29.411764705882	0.0	0.0	7.0588235294118	3.5294117647059	2.3529411764706	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Cubed butternut squash		United States	a	47.0	0.0	0.0	11.76	2.35	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Artisan Sandwich Bread		United States	b	286.0	5.71	0.0	54.29	5.71	8.57	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Natural Rye Artisan Sandwich Bread		United States	b	256.0	3.49	0.0	51.16	2.33	6.98	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 romaine hearts		United States	a	18.0	0.0	0.0	3.53	1.18	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 Hass Avocados		United States	a	160.0	16.0	2.0	8.0	0.0	2.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Asian style stir fry blend		United States	a	40.0	0.0	0.0	5.75	3.45	1.15	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Petite Baby-Cut Carrots		United States	a	41.0	0.0	0.0	9.41	5.88	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 pot-sized, spaghetti, enriched macaroni product		United States	a	357.0	1.79	0.0	73.21	3.57	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Thin Spaghetti Enriched Macaroni Product		United States	a	357.0	1.79	0.0	73.21	3.57	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Brown & Serve Wheat Rolls		United States	a	269.0	3.85	0.0	46.15	3.85	11.54	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 twin demi baguette		United States	c	246.0	0.0	0.0	52.63	0.0	7.02	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Tuscan Pesto Sauce		United States	c	133.0	11.5	3.98	7.08	4.42	0.88	condiments	sauces	groceries
Pesta sauce		United States	d	579.0	56.14	8.77	22.81	12.28	7.02	condiments	sauces	groceries
Enriched Unbleached Bread Flour		United States	a	366.66666666667	0.0	0.0	76.666666666667	3.3333333333333	10.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 pasta made with corn & rice		United States	b	345.0	0.0	0.0	80.0	1.82	7.27	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Organic baby spinach spring mix		United States	a	12.0	0.0	0.0	5.88	0.0	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 normandy style vegetable blend, broccoli, caullflower, carrots, zucchini & yellow squash		United States	a	28.0	0.0	0.0	4.44	2.22	1.11	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
